,carbohydrates_100g,energy_100g,fiber_100g,nutrition-score-fr_100g,proteins_100g,saturated-fat_100g,sodium_100g,sugars_100g
29374,15.2,411.0,1.0599999999999998,-2.0,4.6,0.1,0.188976377952756,13.5
29375,30.0,545.0,1.9,3.0,0.5,0.0,0.0078740157480315,27.0
29376,51.8,2243.0,3.15,12.0,6.0,2.5,0.413385826771654,0.5
29377,13.9,259.0,1.2,-2.0,0.2,0.1,0.0236220472440945,13.9
29378,10.0,181.0,0.0,14.0,0.1,0.1,0.0,10.0
29379,80.9,1554.0,1.7249999999999999,0.0,7.5,0.3,0.0039370078740157,0.3
29380,6.4,150.0,0.475,4.0,1.5,0.5,0.78740157480315,5.3
29381,0.0,1103.0,0.35,14.0,17.0,15.0,0.551181102362205,0.0
29382,0.5,17.0,0.0,2.0,0.5,0.0,0.0,0.5
29383,2.8,1061.0,0.0,14.0,5.0,16.0,0.440944881889764,2.8
29384,10.4,193.0,0.39999999999999997,3.0,0.6,0.0,0.0,8.9
29385,10.1,537.0,1.33,10.0,0.933,1.6,0.787,5.07
29386,52.0,2256.0,4.4,8.0,6.1,2.7,0.511811023622047,0.3
29387,4.7,437.0,1.625,-1.0,8.6,0.7,0.393700787401575,0.8
29388,4.0,404.0,0.0,2.0,5.4,4.7,0.0511811023622047,2.7
29389,11.8,213.0,0.1,9.5,1.075,0.0,0.025,11.8
29390,25.0,1144.0,1.9,12.0,11.0,4.8,0.590551181102362,8.0
29391,16.1,356.0,2.735,5.0,2.8,0.4,0.47244094488189,4.0
29392,12.0,209.0,0.425,4.0,0.0,0.0,0.0,10.0
29393,8.5,180.0,0.0,3.0,0.05,0.1,0.0,9.7
29394,56.0,1385.0,6.3,-6.0,22.0,0.2,0.02,1.8
29395,72.9,1565.0,3.4,-5.0,13.2,0.4,0.0196850393700787,3.0
29396,0.0,469.0,0.35,0.0,20.0,0.0,0.433070866141732,0.0
29397,0.1,236.0,1.125,0.0,11.8,0.3,0.511811023622047,0.1
29398,20.0,1034.0,1.2,10.0,9.7,3.7,0.511811023622047,3.0
29399,36.0,745.0,4.2,-3.0,2.6,0.4,0.0078740157480315,8.0
29400,5.0,326.0,0.1,0.0,6.9,2.2,0.15,5.0
29401,43.0,1200.0,2.3,10.0,6.6,3.2,0.708661417322835,0.15
29402,52.0,1167.0,0.975,-1.0,21.9,0.11,0.0830708661417323,7.27
29403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29404,0.8,1137.0,0.35,18.0,16.0,16.0,1.10236220472441,0.8
29405,43.0,2314.0,0.36,13.0,5.4,2.7,0.511811023622047,0.6
29406,7.5,160.0,0.6,-4.0,0.5,0.0,0.0,5.0
29407,8.7,586.0,0.0,-1.0,7.0,0.64,0.188976377952756,0.2
29408,12.0,225.0,0.5499999999999999,6.0,1.0,0.1,0.0039370078740157,11.0
29409,76.0,1462.0,1.0,-1.0,7.3,0.0,0.0,0.5
29410,24.0,2607.0,1.6,8.0,20.0,8.7,0.42,6.1
29411,16.0,470.0,0.9,4.0,2.3,2.6,0.031496062992126,15.0
29412,17.0,1015.0,1.4,11.0,14.0,5.3,0.389763779527559,4.0
29413,3.0,108.0,2.8,-5.0,1.6,0.0,0.295275590551181,0.8
29414,72.0,1502.0,2.0,-2.0,12.0,0.0,0.0,5.0
29415,3.2,71.0,1.5,0.0,0.7,0.0,0.6,3.2
29416,3.0,72.0,0.7,-4.0,0.9,0.0,0.12,2.4
29417,13.6,408.0,0.0,3.0,3.1,2.0,0.047244094488189,13.5
29418,20.0,1214.0,0.9,14.0,15.0,6.8,0.511811023622047,5.0
29419,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
29420,60.5,1771.0,0.8,26.0,6.3,10.0,0.590551181102362,33.4
29421,9.0,349.0,0.36,5.0,4.8,0.6,0.62992125984252,0.6
29422,75.0,1548.0,0.0,-1.0,12.0,0.3,0.0,3.6
29423,69.8,1563.0,5.0,-3.0,12.8,3.2,0.0118110236220472,1.0
29424,1.0,1012.0,1.125,14.0,15.0,14.0,0.551,1.0
29425,4.3,144.0,0.36,-1.0,3.1,0.3,0.0512,4.3
29426,1.4,77.0,1.63,-8.0,1.7,0.05,0.0468503937007874,0.98
29427,8.8,263.0,4.2,-10.0,3.4,0.2,0.224409448818898,3.7
29428,29.8,1061.0,1.625,4.0,9.6,1.1,0.397637795275591,5.2
29429,9.5,187.0,1.0,2.75,0.8,0.07625000000000001,0.708661417322835,6.5
29430,8.9,282.0,0.9,-2.0,2.9,0.2,0.0551181102362205,0.8
29431,48.0,2308.0,4.7,9.0,5.0,3.4,0.511811023622047,0.7
29432,24.0,580.0,0.5,3.0,3.5,2.0,0.3,1.5
29433,4.9,145.0,0.485,-1.0,3.5,0.1,0.0511811023622047,4.9
29434,62.0,2135.0,0.95,15.0,7.0,2.6,0.669291338582677,1.0
29435,33.3,904.0,2.9,0.5,9.7,2.0,0.32515944881889774,2.5
29436,11.0,203.0,0.5,3.0,0.7,0.0,0.0,9.0
29437,4.6,157.0,2.0,-2.0,1.3,0.6,0.177165354330709,3.0
29438,63.0,1991.0,3.11,17.0,3.5,2.2,0.945,1.0
29439,4.2,682.0,0.36,12.0,3.0,10.5,0.0590551181102362,4.2
29440,68.0,1780.0,1.125,19.0,11.5,4.5,0.984251968503937,1.4
29441,0.7,1078.0,0.35,15.75,17.0,7.3,0.984251968503937,1.1
29442,6.6,1120.0,0.9,21.0,20.0,13.0,0.767716535433071,6.0
29443,10.1,580.0,0.0,8.0,2.9,6.3,0.047244094488189,9.1
29444,12.75,180.0,0.0,3.0,0.5,0.1,0.0,9.7
29445,10.0,896.0,1.125,5.0,9.5,2.5,0.590551181102362,1.0
29446,6.6,169.0,0.925,3.0,1.8,0.1,0.334645669291339,4.8
29447,25.1,535.0,2.4,1.0,4.7,0.3,0.511811023622047,0.2
29448,66.5,1820.0,4.0,13.0,10.5,3.9,1.09448818897638,1.5
29449,4.6,460.0,0.5,4.0,7.4,4.7,0.326771653543307,2.7
29450,14.0,560.0,1.06,5.0,2.6,2.9,0.0275590551181102,14.0
29451,11.2,201.0,0.35,4.0,0.2,0.0,0.0118,10.1
29452,7.1,295.0,0.36,4.0,4.6,0.9,0.47244094488189,5.1
29453,2.1,98.0,2.7,-6.0,1.5,0.2,0.248031496062992,0.5
29454,3.6,104.0,1.9,-3.0,1.2,0.1,0.397637795275591,1.7
29455,9.3,188.0,0.2,4.0,0.7,0.1,0.0039370078740157,9.3
29456,26.0,1085.0,2.1,10.0,12.0,5.7,0.433070866141732,1.0
29457,14.0,247.0,0.0,9.0,0.5,0.0,0.0039370078740157,14.0
29458,9.4,86.5,0.2,-1.0,0.7,0.0,0.0118,8.7
29459,6.45,586.0,0.0,-1.0,7.0,0.64,0.188976377952756,0.2
29460,76.0,1462.0,1.0,-1.0,7.3,0.0,0.0,0.5
29461,4.2,151.0,1.1,7.0,0.9,0.2,0.81,2.6
29462,1.0,75.0,2.8,-6.0,3.0,0.1,0.299212598425197,0.1
29463,15.6,489.0,3.9,3.5,7.569999999999999,2.6,0.0551181102362205,15.3
29464,10.5,188.0,0.5,4.0,0.5,0.0,0.0,10.5
29465,12.0,230.0,1.5,14.0,0.5,0.1,0.0,11.0
29466,43.0,2320.0,0.86,13.0,5.33,2.67,0.512,2.67
29467,2.2,875.0,0.975,13.0,21.0,2.0,0.984251968503937,0.9
29468,34.3,721.0,1.26,6.0,4.9,0.2,0.637795275590551,0.4
29469,23.2,435.0,0.825,13.0,1.2,0.1,0.708661417322835,22.8
29470,5.1,149.0,2.575,-3.0,1.6,0.1,0.255905511811024,4.5
29471,5.1,197.0,1.5,-4.0,1.4,0.3,0.33,4.2
29472,75.0,1507.0,2.5,-3.0,7.0,0.4,0.0039370078740157,0.5
29473,9.775,1590.0,0.0,4.0,10.0,1.0,0.511811023622047,2.0
29474,5.4,115.0,1.1,-5.0,1.1,0.1,0.0748031496062992,3.5
29475,69.5,1406.4,7.8,-5.0,6.7,0.08,0.011,1.3
29476,53.2,1264.0,1.5350000000000001,-2.0,8.174999999999999,1.2,0.401574803149606,2.1
29477,50.0,1144.0,3.5,1.0,8.0,0.4,0.46,6.0
29478,9.4,176.0,0.1,2.0,0.7,0.0,0.0098425196850393,8.7
29479,4.5,118.0,1.6,-7.0,0.9,0.1,0.0,4.2
29480,6.4,146.0,0.92,1.0,0.72,0.32,0.257,3.2
29481,11.2,190.0,0.0,15.0,1.75,0.0,0.0157,11.2
29482,4.3,116.0,0.9,1.0,0.8,0.4,0.228346456692913,1.8
29483,80.0,1500.0,0.475,0.0,7.0,0.1,0.0039370078740157,0.5
29484,4.5,82.0,0.35,6.0,0.0,0.0,0.0196850393700787,4.5
29485,0.0,1597.0,0.0,11.0,19.2,5.3,0.23,0.0
29486,78.7,1501.0,0.475,0.0,7.7,0.2,0.0039370078740157,0.6
29487,26.0,1010.0,1.3,3.0,11.0,2.3,0.433070866141732,4.0
29488,54.0,1565.0,7.8,6.0,15.0,1.2,0.591,2.9
29489,47.0,2192.0,4.5,8.0,5.9,2.8,0.511811023622047,0.6
29490,1.5,1038.0,0.375,14.0,16.0,14.0,0.551181102362205,1.5
29491,1.3,62.0,1.5025,4.0,1.0,0.1,0.866141732283465,0.5
29492,74.7,1538.0,2.375,-1.0,12.5,0.3,0.0066929133858267,2.5
29493,15.0,992.0,1.125,2.0,10.0,2.0,0.393700787401575,1.5
29494,13.9,452.0,1.2,0.0,6.3,0.42,0.28,2.6
29495,19.9,1037.0,0.0,17.0,4.3,10.2,0.062992125984252,19.6
29496,11.4,204.0,0.35,15.0,0.0,0.0,0.0,11.4
29497,74.0,1654.0,5.7,-3.0,9.3,1.2,0.181102362204724,0.8
29498,0.5,17.0,0.0,2.0,0.5,0.0,0.0,0.5
29499,0.1,85.0,1.58,-8.0,2.8,0.14,0.0570866141732283,0.05
29500,25.0,714.0,2.1,-6.0,2.5,0.8,0.04,0.5
29501,19.0,365.0,3.0,-0.5,0.6,0.0,0.01059055118110235,19.0
29502,50.0,2106.0,4.8,8.0,6.3,2.5,0.5,0.6
29503,6.1,142.0,2.4,-5.0,0.9,0.0,0.236220472440945,5.7
29504,8.8,299.0,0.9,-1.0,2.9,0.7,0.17,1.9
29505,0.0,0.0,0.0,0.0,0.0,0.0,0.0236220472440945,0.0
29506,1.0,528.0,0.725,5.0,17.0,1.8,0.78740157480315,1.0
29507,9.4,172.0,0.2,3.0,0.5,0.0,0.0,9.4
29508,67.0,1471.0,6.9,-6.0,13.0,0.3,0.0,1.7
29509,52.5,1772.0,0.9,15.0,5.4,8.5,0.0393700787401575,17.3
29510,78.0,1485.0,1.4,-1.0,7.4,0.1,0.0039370078740157,0.3
29511,23.0,581.0,0.0,5.0,3.8,2.5,0.0511811023622047,21.0
29512,23.2,435.0,0.825,13.0,1.2,0.0,0.709,22.8
29513,25.8,472.0,0.6599999999999999,14.0,1.6,0.1,0.826771653543307,21.1
29514,4.1,485.0,0.675,2.0,7.0,5.4,0.0393700787401575,4.1
29515,86.7,1620.0,2.0,13.0,5.0,1.0,0.333,36.7
29516,84.0,1604.0,3.0,2.0,7.0,0.2,0.492125984251969,8.0
29517,0.6,79.0,2.1,0.0,2.2,0.0,0.28,0.0
29518,12.0,226.0,0.7,15.0,0.6,0.0,0.0,10.0
29519,50.0,1980.0,8.0,11.0,11.0,3.5,0.8,0.7
29520,19.0,1163.0,2.4,8.0,7.7,4.1,0.421259842519685,1.7
29521,11.0,208.0,0.7,5.0,0.7,0.0,0.0,11.0
29522,2.4,1410.0,1.125,19.0,12.0,12.0,0.539370078740158,0.8
29523,24.3,1461.0,2.325,11.0,10.3,3.7,0.401574803149606,1.2
29524,3.0,657.0,0.475,8.0,9.5,8.0,0.511811023622047,3.0
29525,12.0,347.0,5.1,-4.0,4.9,0.0,0.338582677165354,1.2
29526,67.0,1487.0,6.6,-6.0,13.0,0.4,0.0,0.8
29527,74.0,1533.0,4.0,-6.0,11.0,0.3,0.0078740157480315,3.5
29528,10.2,190.0,0.5,4.0,0.7,0.1,0.0118110236220472,9.6
29529,14.0,452.0,6.5,-6.0,8.0,0.1,0.267716535433071,1.5
29530,21.2,581.0,0.36,11.0,3.5,2.6,0.5,17.9
29531,79.0,1509.0,1.5,-2.0,7.3,0.2,0.0078740157480315,0.3
29532,13.0,398.0,0.8,0.0,1.3,0.4,0.0708661417322834,0.0
29533,8.5,535.0,0.36,7.0,4.2,4.1,0.433070866141732,0.3
29534,2.5,78.0,1.0,-6.0,1.2,0.0,0.0090551181102362,2.5
29535,15.7,343.0,4.4,-7.0,1.2,0.1,0.0078740157480315,11.0
29536,7.6,145.0,0.475,1.0,0.5,0.0,0.0039370078740157,7.6
29537,16.0,276.0,0.35,10.0,0.5,0.1,0.0039370078740157,16.0
29538,48.0,1147.0,2.5,1.0,8.5,0.4,0.452755905511811,7.0
29539,67.0,2058.0,1.6,25.0,5.6,14.7,0.244094488188976,33.7
29540,0.0,0.0,0.0,0.0,0.0,0.0,0.00095,0.0
29541,23.2,435.0,0.825,13.0,1.2,0.0,0.709,22.8
29542,9.0,310.0,1.2,4.0,1.4,0.4,0.433070866141732,7.4
29543,4.0,159.0,2.975,-3.0,2.1,0.1,0.275590551181102,1.1
29544,0.9,104.0,0.3525,0.0,0.6,0.0,0.0078740157480315,0.0
29545,0.1,8.0,0.7,2.0,0.2,0.0,0.0,0.1
29546,12.0,204.0,0.35,5.0,0.0,0.0,0.0078740157480315,12.0
29547,24.8,558.0,1.21,1.0,2.2,0.3,0.0590551181102362,5.7
29548,0.6,683.0,0.475,12.0,18.6,2.9,0.803149606299213,0.5
29549,5.25,264.0,0.0,19.0,0.0,0.0,0.0,14.6
29550,54.0,1118.0,3.2,-1.0,8.7,0.1,0.47244094488189,2.6
29551,10.5,196.0,0.3,4.0,0.6,0.0,0.00303,9.5
29552,13.3,360.0,0.0,1.25,0.0,0.0,0.0286240157480315,13.3
29553,4.4,157.0,0.4,4.0,0.7,1.1,0.295,1.3
29554,7.0,219.0,4.0,-9.0,2.7,0.5,0.188976377952756,1.4
29555,11.9,369.0,5.7,-4.0,5.8,0.0,0.322834645669291,1.4
29556,11.0,194.0,0.35,5.0,0.5,0.1,0.0039370078740157,11.0
29557,8.7,466.0,2.8,-2.0,11.0,0.5,0.362204724409449,5.2
29558,37.9,1654.0,1.0,17.0,5.8,10.4,0.433070866141732,0.3
29559,11.0,92.0,1.1,-1.0,5.6,0.8,0.279527559055118,2.2
29560,68.7,1553.0,3.5,-5.0,13.7,1.0,0.0220472440944882,2.5
29561,12.5,209.0,0.5,6.0,0.0,0.0,0.0,12.5
29562,64.7,1969.0,0.81,24.0,5.3,13.7,0.236220472440945,32.3
29563,9.0,693.0,1.2,3.0,20.4,1.2,0.5,8.8
29564,12.0,218.0,0.1,6.0,0.5,0.1,0.0039370078740157,12.0
29565,0.5,1650.0,0.7749999999999999,18.0,16.0,12.5,0.393700787401575,0.2
29566,0.0,314.0,0.35,-5.0,18.0,0.0,0.0590551181102362,0.0
29567,5.0,162.0,3.5,-6.0,2.0,0.1,0.0039370078740157,3.6
29568,2.0,648.0,0.0,8.0,10.0,9.0,0.433070866141732,2.0
29569,2.5,404.0,2.7,2.0,6.1,3.4,0.433,0.3
29570,2.9,89.0,1.3,-6.0,1.5,0.0,0.0393700787401575,0.8
29571,7.9,435.0,1.3,0.0,2.7,0.5,0.0,4.9
29572,0.0,919.0,0.0,4.0,22.0,3.3,0.393700787401575,0.0
29573,23.1,2486.0,1.9,17.0,18.8,9.2,0.0078740157480315,7.7
29574,20.1,494.0,0.535,3.0,2.8,1.9,0.047244094488189,11.4
29575,84.0,1604.0,3.0,2.0,7.0,0.2,0.492125984251969,8.0
29576,71.0,1670.0,3.05,4.25,12.0,0.8150000000000001,0.5630905511811022,5.25
29577,2.2,111.0,2.8,-6.0,1.7,0.0,0.354330708661417,0.8
29578,50.0,2242.0,5.0,9.0,5.5,3.1,0.51,0.5
29579,4.4,1036.0,1.45,15.0,9.5,8.0,0.488188976377953,4.4
29580,72.0,1450.0,4.7,-6.0,13.0,0.3,0.01,2.8
29581,9.7,175.0,0.0,1.0,0.6,0.0,0.01,7.5
29582,20.0,493.0,1.6,0.0,3.7,0.3,0.31496062992126,2.3
29583,0.7,860.0,1.3,2.0,21.0,3.0,0.393700787401575,0.7
29584,19.0,1103.0,1.3,12.0,13.0,5.8,0.47244094488189,3.0
29585,9.8,179.0,0.5,3.0,0.5,0.0,0.0,9.7
29586,21.1,519.0,1.9,0.0,4.3,0.3,0.33,2.4
29587,80.56,628.0,0.0,-3.0,7.6,0.3,0.0236220472440945,0.0
29588,54.4,1428.0,2.475,12.0,8.9,2.9,0.208661417322835,19.9
29589,0.0,1850.0,0.35,10.0,0.0,14.0,0.15748031496063,0.0
29590,0.6,61.0,2.0,0.0,1.2,0.0,0.708661417322835,0.6
29591,2.9,105.0,1.9,-8.0,1.8,0.0,0.0393700787401575,2.6
29592,15.4,234.0,0.2,8.0,0.1,0.0,0.0102362204724409,13.75
29593,9.9,419.0,1.6,-1.0,8.2,2.25,0.4,5.3425
29594,0.0,0.0,0.0,0.0,0.0,0.0,0.0013779527559055,0.0
29595,21.0,600.0,3.0,-9.0,2.5,0.6,0.04,0.1
29596,3.6,122.0,1.5,-8.0,2.0,0.0,0.0039370078740157,3.6
29597,0.7,602.0,0.5,-1.0,12.3,2.7,0.125984251968504,0.7
29598,22.0,500.0,1.635,-3.0,3.0,0.0,0.208661417322835,0.1
29599,11.4,230.0,2.4,-1.0,0.5,0.04,0.0031496062992126,9.2
29600,0.0,1022.0,0.0,5.0,21.6,2.6,0.52,0.0
29601,3.0,106.0,2.8,-5.0,1.5,0.1,0.30511811023622,0.5
29602,3.9,489.0,0.7100000000000001,6.0,3.1,7.0,0.0433070866141732,3.9
29603,9.7,185.0,0.6375,3.0,0.7,0.0,0.0,8.2
29604,87.0,1460.0,7.7,0.0,0.1,0.0,0.078740157480315,4.8
29605,0.5,1012.0,0.0,5.0,22.0,3.8,0.4,0.0
29606,78.0,1510.0,4.0,-5.0,8.0,0.8,0.0,0.0
29607,4.5,188.0,0.36,-1.0,3.3,1.3,0.031496062992126,4.5
29608,14.3,388.0,0.8,19.0,4.0,1.2,0.0591,13.0
29609,8.3,389.0,0.4,0.0,6.8,2.4,0.0393700787401575,7.0
29610,4.5,170.0,1.5,0.0,0.9,0.3,0.236220472440945,2.3
29611,27.7,2469.0,0.85,8.0,21.4,5.6,0.511811023622047,7.8
29612,16.9,359.0,0.8,7.0,0.6,0.2,0.39,13.9
29613,4.5,201.0,0.0,-4.0,7.3,0.06,0.0433070866141732,4.5
29614,9.7,185.0,0.6375,3.0,0.7,0.0,0.0,8.2
29615,67.9,1466.0,4.2,-6.0,9.8,0.8,0.0007874015748031,1.1
29616,11.7,356.0,7.1,-8.0,4.1,0.1,0.346456692913386,0.7
29617,10.7,285.0,4.0,-9.0,3.3,0.2,0.299212598425197,4.1
29618,0.0,2374.0,1.125,18.0,8.9,10.0,0.669291338582677,0.0
29619,7.4,192.0,5.8,-9.0,0.8,0.0,0.0,7.0
29620,0.9,352.0,1.3,1.0,3.7,2.1,0.17,0.9
29621,73.4,1565.0,3.6,-6.0,12.8,0.35,0.0,3.7
29622,18.0,748.0,0.1,14.75,14.0,6.225,0.8267716535433063,2.9
29623,11.0,673.0,1.7,2.0,5.7,1.6,0.377952755905512,0.9
29624,3.8,121.0,1.8,-4.0,1.3,0.1,0.335,1.9
29625,70.0,1622.0,2.725,0.0,15.0,1.3,0.031496062992126,2.6
29626,77.0,1479.0,0.6499999999999999,0.0,7.6,0.3,0.0,0.0
29627,72.0,1450.0,4.7,-6.0,13.0,0.3,0.01,2.8
29628,9.65,50.0,0.0,8.0,0.8,0.1,0.433070866141732,2.0
29629,52.6,1149.0,2.3,-5.0,9.6,0.5,0.015748031496063,1.3
29630,10.0,330.0,0.51,3.0,2.9,2.1,0.0315,10.0
29631,2.6,104.0,2.9,-7.0,1.5,0.1,0.216535433070866,0.6
29632,0.1,8.0,0.7,2.0,0.2,0.0,0.0,0.1
29633,13.5,368.0,2.235,3.0,3.5,0.6,0.433070866141732,2.2
29634,5.1,166.0,0.725,3.0,0.6,1.1,0.228346456692913,2.7
29635,2.0,50.0,1.0,-1.0,1.0,0.0,0.0,0.0
29636,5.0,198.0,0.36,0.0,3.3,1.1,0.0196850393700787,5.0
29637,33.5,1100.0,1.5,12.0,4.2,10.8,0.04,7.8
29638,20.0,698.0,0.6,4.0,5.7,2.3,0.31496062992126,1.3
29639,11.7,240.0,1.3,5.0,0.8,0.0,0.0,11.5
29640,73.0,1586.0,1.1,-2.0,9.0,0.7,0.0393700787401575,0.4
29641,9.7,173.0,0.5,13.0,0.5,0.0,0.0,9.5
29642,21.4,637.0,2.4,1.0,5.2,2.9,0.0748031496062992,20.1
29643,4.2,147.0,4.0,-11.0,2.1,0.0,0.0078740157480315,1.6
29644,3.7,133.0,3.4,-8.0,2.5,0.0,0.228346456692913,2.1
29645,11.0,321.0,0.0,1.0,3.5,1.3,0.0511811023622047,11.0
29646,72.7,1481.0,2.525,-1.0,10.0,0.2,0.0019685039370078,1.8
29647,0.7,1121.0,1.125,11.0,13.0,16.0,0.275590551181102,0.4
29648,4.5,268.0,0.36,1.0,3.2,2.7,0.0393700787401575,4.5
29649,4.8,190.0,0.0,0.0,3.2,1.0,0.0433,4.8
29650,0.7,328.0,0.9,0.75,11.0,1.275,0.4146653543307087,0.525
29651,1.8,556.0,1.85,-3.0,20.0,1.9,0.0708661417322834,0.0
29652,42.0,809.0,1.0,-1.0,4.0,0.0,0.0,0.0
29653,1.5,223.0,3.2,-2.0,2.5,0.2,0.275590551181102,0.8
29654,2.7,1307.0,1.4249999999999998,5.0,8.4,3.6,0.393700787401575,0.0
29655,30.7,612.0,0.8,-1.0,3.0,0.1,0.078740157480315,0.2
29656,3.7,399.0,0.7,9.0,1.0,5.9,0.275590551181102,2.0
29657,2.3,157.0,2.06,-7.0,3.3,0.1,0.0118110236220472,1.4
29658,60.2,1622.0,1.5,23.0,8.0,8.1,0.675,28.4
29659,0.5,597.0,0.2,2.0,15.0,2.5,0.4,0.0
29660,2.9,567.0,0.35,-3.0,20.0,1.6,0.0748031496062992,0.0
29661,31.15,2284.0,0.0,12.0,5.0,3.0,0.173228346456693,17.0
29662,10.5,199.0,0.675,4.0,0.6,0.0,0.0,9.5
29663,10.0,768.0,2.0,10.0,8.5,7.5,0.3,3.0
29664,68.0,1883.0,4.8,7.0,7.5,1.5,0.12992125984252,23.0
29665,4.8,200.0,0.485,0.0,3.5,1.1,0.0472,4.8
29666,3.0,832.0,1.85,11.0,22.0,3.4,0.551181102362205,0.5
29667,53.9,1510.0,1.125,19.0,7.6,8.2,0.393700787401575,17.3
29668,0.5,1100.0,0.05,13.0,19.0,15.0,0.511811023622047,0.5
29669,3.1,1004.0,0.675,5.0,16.0,4.2,0.393700787401575,2.4
29670,20.0,368.0,1.15,-2.25,0.3,0.1,0.016889763779527552,18.0
29671,13.0,360.0,1.7,0.0,3.7,0.8,0.318897637795276,3.0
29672,6.2,568.0,1.135,7.0,4.8,1.5,0.551181102362205,5.0
29673,15.2,673.0,1.35,4.0,6.2,3.7,0.255905511811024,1.8
29674,78.0,1478.0,0.6499999999999999,0.0,7.4,0.1,0.0,0.0
29675,66.0,1887.0,3.1,13.0,7.6,6.5,0.63,1.1
29676,7.2,183.0,2.3,-8.0,2.3,0.1,0.0551181102362205,6.7
29677,11.375,172.0,1.4,-5.0,1.2,0.1,0.0039370078740157,5.6
29678,15.7,413.0,4.21,-10.0,5.29,0.143,0.256,3.36
29679,3.8,94.0,1.3,-4.0,1.1,0.0,0.196850393700787,3.8
29680,46.5,1092.0,1.7,1.0,8.1,0.4,0.366,6.3
29681,73.0,1586.0,1.1,-2.0,9.0,0.7,0.0393700787401575,0.4
29682,43.0,2300.0,1.4600000000000002,13.0,5.4,2.7,0.512,0.6
29683,78.0,1479.0,0.8999999999999999,1.0,6.4,0.5,0.0,0.0
29684,10.1,187.0,0.0,4.0,0.7,0.0,0.0,9.3
29685,0.0,1100.0,0.05,13.0,19.0,15.0,0.511811023622047,0.0
29686,5.92,289.0,0.0,1.0,3.48,2.38,0.0196850393700787,4.7
29687,0.5,60.0,2.0,0.25,2.0,0.45,0.28,1.95
29688,3.5,350.0,0.375,3.0,4.0,4.5,0.0393700787401575,3.5
29689,13.6,402.0,0.1,2.0,3.6,2.0,0.05,13.2
29690,62.2,2107.0,7.5,16.0,11.4,7.0,0.815,2.0
29691,0.0,929.0,0.0,4.0,22.0,3.3,0.393700787401575,0.0
29692,13.2,240.0,2.0,0.0,0.5,0.01,0.0118110236220472,12.7
29693,90.0,1538.0,2.235,4.0,0.0,0.0,0.0,0.0
29694,11.0,198.0,0.1,7.0,0.4,0.030000000000000002,0.0118110236220472,10.5
29695,39.4,1173.0,2.575,5.5,10.4,3.45,0.48582677165354327,3.7
29696,0.8,1137.0,0.35,18.0,16.0,16.0,1.10236220472441,0.8
29697,12.0,195.0,0.5,5.0,0.1,0.0,0.0,11.0
29698,6.5,232.0,2.5,1.0,1.4,0.27,0.346456692913386,5.3
29699,6.67,483.0,1.1,1.0,8.33,3.67,0.249,0.767
29700,58.6,1197.0,0.0,5.0,9.1,0.2,0.637795275590551,1.9
29701,15.1,482.0,0.7,-1.0,6.5,2.0,0.16,1.1
29702,10.0,178.0,0.5,3.0,0.5,0.0,0.00787,9.7
29703,5.0,129.0,2.0,-5.0,0.8,0.1,0.21,3.1
29704,4.0,379.0,2.725,4.0,1.3,0.9,0.350393700787402,3.8
29705,0.0,0.0,0.0,1.0,0.0,0.0,0.118110236220472,0.0
29706,7.4,433.0,0.86,5.0,1.3,0.9,0.330708661417323,7.1
29707,5.4,247.0,4.5,-13.0,5.0,0.2,0.005,2.9
29708,64.0,1774.0,6.1,11.0,12.0,5.1,0.433070866141732,12.0
29709,5.2,405.0,2.725,5.0,1.3,0.9,0.338582677165354,5.0
29710,10.0,180.0,0.625,3.0,0.5,0.1,0.0039370078740157,10.0
29711,72.0,1483.0,4.3,-6.0,10.6,0.2,0.0039370078740157,1.2
29712,3.8,596.0,0.825,2.0,16.1,2.1,0.433070866141732,1.4
29713,80.4,1504.0,0.85,0.0,6.7,0.1,0.0,0.2
29714,0.5,1191.0,0.35,14.0,20.0,15.0,0.62992125984252,0.5
29715,20.0,1026.0,1.5,12.0,12.0,7.0,0.362204724409449,5.0
29716,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
29717,0.0,1046.0,0.475,11.0,18.0,8.6,0.0669291338582677,0.0
29718,11.9,229.0,0.5,6.0,0.5,0.1,0.0039370078740157,11.7
29719,4.7,145.0,4.1,-11.0,1.7,0.5,0.0078740157480315,2.1
29720,3.0,155.0,0.4525,7.0,0.3,0.0,0.0039370078740157,0.4
29721,10.0,318.0,5.5,-5.0,4.4,0.2,0.216535433070866,0.3
29722,0.5,1183.0,0.35,14.0,19.0,16.1,0.590551181102362,0.1
29723,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0
29724,3.0,151.0,0.0,7.0,0.3,0.0,0.0039370078740157,0.4
29725,0.0,1035.0,0.475,12.0,20.2,5.8,0.374015748031496,0.0
29726,9.425,155.0,0.0,-1.0,3.3,0.3,0.047244094488189,4.8
29727,9.4,1406.0,0.0,-1.0,9.1,0.3,0.0019685039370078,0.01
29728,1.1,56.0,2.1,-1.0,1.2,0.0,0.62992125984252,0.8
29729,7.5,201.0,2.5599999999999996,0.0,2.2,0.0,0.346456692913386,3.2
29730,24.0,557.0,1.9249999999999998,2.75,5.3,3.15,0.51,3.675
29731,0.9,64.0,1.8,-6.0,2.0,0.0,0.228346456692913,0.9
